transaction_id,account_id,tran_date,settle_date,merchant_id,transaction_type,amount_in_actual_currency,conversion_rate,final_amount,amount_settled
993,1020,2024-11-18,2024-11-22,2012,Debit,168.3,1.04,175.03,168.3
994,1024,2024-01-28,2024-01-31,2016,Debit,297.91,0.92,274.08,297.91
995,1059,2024-07-17,2024-07-20,2007,Debit,432.35,1.05,453.97,432.35
996,1033,2024-08-06,2024-08-08,2008,Debit,325.37,0.97,315.61,325.37
997,1084,2024-08-31,2024-09-04,2008,Debit,282.28,1.04,293.57,282.28
998,1092,2024-06-30,2024-07-01,2018,Credit,71.31,0.99,70.6,71.31
999,1051,2024-05-25,2024-05-26,2011,Credit,416.76,0.98,408.42,416.76
1000,1047,2024-12-24,2024-12-28,2011,Credit,77.99,1.02,79.55,77.99
1001,1023,2024-05-08,2024-05-12,2004,Credit,489.49,0.96,469.91,489.49
1002,1050,2024-11-06,2024-11-07,2006,Debit,209.08,1.07,223.72,209.08
1003,1044,2024-05-23,2024-05-26,2002,Debit,239.5,1.02,244.29,239.5
1004,1041,2024-03-17,2024-03-19,2020,Credit,468.22,0.95,444.81,468.22
1005,1033,2024-04-27,2024-04-28,2011,Credit,41.81,0.91,38.05,41.81
1006,1051,2024-11-17,2024-11-18,2010,Debit,403.42,0.98,395.35,403.42
1007,1090,2024-10-23,2024-10-26,2007,Debit,133.06,1.03,137.05,133.06
1008,1091,2024-11-09,2024-11-10,2016,Credit,443.21,0.91,403.32,443.21
1009,1041,2024-11-23,2024-11-27,2003,Debit,457.98,1.06,485.46,457.98
1010,1077,2024-07-30,2024-08-03,2001,Debit,460.17,1.05,483.18,460.17
1011,1043,2024-11-13,2024-11-16,2001,Credit,71.33,0.92,65.62,71.33
1012,1086,2024-10-10,2024-10-12,2011,Debit,241.39,1.04,251.05,241.39
1013,1071,2024-07-10,2024-07-14,2020,Credit,478.51,0.92,440.23,478.51
1014,1069,2024-04-07,2024-04-11,2001,Debit,74.62,1.01,75.37,74.62
1015,1098,2024-07-19,2024-07-22,2004,Debit,360.89,1.08,389.76,360.89
1016,1056,2024-01-16,2024-01-17,2003,Debit,179.56,0.92,165.2,179.56
1017,1047,2024-05-07,2024-05-08,2007,Credit,395.14,1.09,430.7,395.14
1018,1017,2024-08-27,2024-08-28,2019,Credit,341.06,0.91,310.36,341.06
1019,1095,2024-04-24,2024-04-26,2018,Credit,399.96,0.99,395.96,399.96
1020,1089,2024-10-16,2024-10-20,2010,Debit,457.66,0.91,416.47,457.66
1021,1060,2024-04-19,2024-04-20,2005,Debit,298.2,0.99,295.22,298.2
1022,1050,2024-01-12,2024-01-16,2006,Debit,338.81,1.02,345.59,338.81
1023,1075,2024-10-28,2024-10-29,2018,Debit,259.6,1.07,277.77,259.6
1024,1071,2024-01-20,2024-01-23,2005,Credit,116.11,0.92,106.82,116.11
1025,1078,2024-06-23,2024-06-25,2012,Credit,131.31,1.0,131.31,131.31
1026,1093,2024-01-11,2024-01-12,2011,Credit,314.22,0.94,295.37,314.22
1027,1086,2024-09-08,2024-09-10,2013,Credit,138.17,1.05,145.08,138.17
1028,1042,2024-12-06,2024-12-08,2016,Debit,128.75,1.05,135.19,128.75
1029,1061,2024-12-14,2024-12-15,2012,Debit,13.06,0.94,12.28,13.06
1030,1094,2024-07-31,2024-08-01,2011,Credit,40.25,0.99,39.85,40.25
1031,1080,2024-01-13,2024-01-15,2002,Credit,246.16,0.99,243.7,246.16
1032,1004,2024-10-18,2024-10-22,2009,Debit,353.03,1.03,363.62,353.03
1033,1031,2024-05-05,2024-05-09,2002,Credit,40.4,1.03,41.61,40.4
1034,1048,2024-12-16,2024-12-19,2007,Credit,135.29,1.05,142.05,135.29
1035,1091,2024-01-23,2024-01-26,2005,Debit,390.05,1.03,401.75,390.05
1036,1009,2024-02-26,2024-02-28,2012,Debit,90.21,0.96,86.6,90.21
1037,1007,2024-01-01,2024-01-03,2020,Credit,237.13,1.08,256.1,237.13
1038,1096,2024-09-28,2024-09-30,2006,Credit,385.57,1.08,416.42,385.57
1039,1005,2024-08-07,2024-08-10,2002,Debit,431.76,1.09,470.62,431.76
1040,1025,2024-07-18,2024-07-21,2014,Credit,426.23,0.94,400.66,426.23
1041,1065,2024-02-15,2024-02-19,2017,Credit,382.41,0.95,363.29,382.41
1042,1089,2024-11-10,2024-11-12,2005,Debit,104.01,0.97,100.89,104.01
1043,1075,2024-04-07,2024-04-09,2001,Debit,127.64,1.02,130.19,127.64
1044,1055,2024-05-20,2024-05-24,2006,Credit,170.24,1.09,185.56,170.24
1045,1086,2024-04-16,2024-04-17,2006,Credit,313.11,1.01,316.24,313.11
1046,1003,2024-07-31,2024-08-03,2006,Credit,60.12,0.97,58.32,60.12
1047,1099,2024-04-12,2024-04-15,2016,Debit,488.64,1.09,532.62,488.64
1048,1098,2024-11-21,2024-11-22,2004,Debit,402.25,1.02,410.3,402.25
1049,1077,2024-11-16,2024-11-20,2007,Credit,435.16,1.01,439.51,435.16
1050,1038,2024-03-18,2024-03-21,2011,Debit,457.07,0.91,415.93,457.07
1051,1034,2024-10-19,2024-10-21,2015,Debit,312.56,1.0,312.56,312.56
1052,1064,2024-08-01,2024-08-03,2001,Credit,67.24,0.96,64.55,67.24
1053,1090,2024-03-18,2024-03-19,2001,Debit,35.43,0.96,34.01,35.43
1054,1024,2024-04-17,2024-04-18,2013,Credit,117.42,0.96,112.72,117.42
1055,1053,2024-10-31,2024-11-02,2012,Credit,489.34,0.98,479.55,489.34
1056,1074,2024-09-30,2024-10-01,2018,Debit,189.57,0.91,172.51,189.57
1057,1081,2024-05-28,2024-06-01,2013,Debit,218.63,1.03,225.19,218.63
1058,1079,2024-06-25,2024-06-27,2005,Debit,473.66,1.04,492.61,473.66
1059,1059,2024-03-23,2024-03-24,2009,Credit,402.07,1.03,414.13,402.07
1060,1053,2024-04-14,2024-04-15,2014,Credit,148.69,0.99,147.2,148.69
1061,1041,2024-05-14,2024-05-18,2009,Credit,134.12,1.04,139.48,134.12
1062,1064,2024-05-16,2024-05-19,2020,Credit,269.35,0.96,258.58,269.35
1063,1027,2024-07-10,2024-07-11,2001,Credit,287.33,1.02,293.08,287.33
1064,1010,2024-11-07,2024-11-09,2001,Credit,352.82,1.02,359.88,352.82
1065,1067,2024-06-27,2024-06-28,2015,Debit,343.55,1.01,346.99,343.55
1066,1007,2024-02-12,2024-02-16,2016,Debit,403.59,0.98,395.52,403.59
1067,1085,2024-04-13,2024-04-17,2004,Credit,437.73,1.06,463.99,437.73
1068,1063,2024-09-28,2024-10-02,2008,Credit,167.86,1.08,181.29,167.86
1069,1033,2024-07-16,2024-07-20,2005,Debit,140.67,0.9,126.6,140.67
1070,1068,2024-09-28,2024-10-01,2017,Debit,321.04,1.06,340.3,321.04
1071,1036,2024-04-08,2024-04-10,2001,Debit,376.69,1.04,391.76,376.69
1072,1039,2024-06-16,2024-06-18,2019,Credit,305.86,0.97,296.68,305.86
1073,1037,2024-07-19,2024-07-20,2006,Debit,345.36,0.92,317.73,345.36
1074,1039,2024-06-14,2024-06-15,2011,Debit,433.66,0.91,394.63,433.66
1075,1090,2024-05-03,2024-05-04,2019,Debit,326.78,0.91,297.37,326.78
1076,1057,2024-08-03,2024-08-04,2019,Credit,497.79,1.07,532.64,497.79
1077,1019,2024-05-29,2024-06-01,2015,Debit,219.03,0.93,203.7,219.03
1078,1094,2024-11-09,2024-11-13,2007,Debit,98.49,1.06,104.4,98.49
1079,1076,2024-01-24,2024-01-27,2008,Credit,251.05,1.0,251.05,251.05
1080,1073,2024-03-05,2024-03-08,2001,Debit,448.65,1.09,489.03,448.65
1081,1039,2024-06-20,2024-06-24,2003,Debit,383.91,0.92,353.2,383.91
1082,1075,2024-08-08,2024-08-10,2007,Debit,238.27,1.06,252.57,238.27
1083,1002,2024-03-15,2024-03-16,2010,Debit,497.56,0.98,487.61,497.56
1084,1090,2024-01-04,2024-01-05,2016,Credit,351.76,1.07,376.38,351.76
1085,1060,2024-12-03,2024-12-07,2005,Credit,142.32,0.95,135.2,142.32
1086,1061,2024-04-02,2024-04-06,2014,Debit,380.05,1.09,414.25,380.05
1087,1072,2024-11-30,2024-12-01,2014,Debit,134.2,1.03,138.23,134.2
1088,1084,2024-08-25,2024-08-27,2015,Debit,170.45,0.93,158.52,170.45
1089,1046,2024-10-17,2024-10-21,2003,Credit,165.18,1.06,175.09,165.18
1090,1046,2024-01-19,2024-01-22,2020,Credit,164.49,0.92,151.33,164.49
1091,1038,2024-06-10,2024-06-12,2019,Credit,210.57,1.0,210.57,210.57
1092,1076,2024-10-14,2024-10-16,2011,Debit,474.96,0.93,441.71,474.96
1093,1025,2024-01-06,2024-01-10,2012,Debit,72.59,0.92,66.78,72.59
1094,1041,2024-09-04,2024-09-08,2007,Credit,454.73,1.07,486.56,454.73
1095,1091,2024-01-07,2024-01-10,2002,Credit,69.39,1.06,73.55,69.39
1096,1021,2024-02-04,2024-02-06,2019,Debit,381.78,1.03,393.23,381.78
1097,1100,2024-08-06,2024-08-08,2009,Debit,207.97,1.06,220.45,207.97
1098,1011,2024-10-20,2024-10-23,2004,Debit,472.49,0.98,463.04,472.49
1099,1006,2024-09-12,2024-09-16,2010,Debit,17.65,1.08,19.06,17.65
1100,1097,2024-06-11,2024-06-14,2020,Debit,234.72,1.02,239.41,234.72
1101,1080,2024-10-28,2024-10-31,2001,Credit,105.72,0.95,100.43,105.72
1102,1033,2024-11-25,2024-11-26,2019,Debit,149.88,0.95,142.39,149.88
1103,1019,2024-11-12,2024-11-16,2001,Credit,193.76,1.0,193.76,193.76
1104,1021,2024-03-31,2024-04-02,2005,Debit,93.14,1.08,100.59,93.14
1105,1083,2024-11-16,2024-11-18,2015,Credit,460.42,0.97,446.61,460.42
1106,1039,2024-11-23,2024-11-24,2006,Debit,203.58,0.98,199.51,203.58
1107,1090,2024-08-09,2024-08-12,2004,Credit,277.8,1.04,288.91,277.8
1108,1062,2024-10-16,2024-10-18,2017,Credit,287.78,1.01,290.66,287.78
1109,1093,2024-02-03,2024-02-07,2009,Credit,365.92,0.95,347.62,365.92
1110,1031,2024-02-03,2024-02-06,2008,Debit,418.77,0.96,402.02,418.77
1111,1048,2024-07-06,2024-07-07,2011,Credit,472.79,1.1,520.07,472.79
1112,1064,2024-02-17,2024-02-18,2019,Debit,495.16,0.93,460.5,495.16
1113,1057,2024-10-25,2024-10-28,2018,Credit,304.44,1.08,328.8,304.44
1114,1050,2024-05-29,2024-06-02,2018,Debit,79.12,0.96,75.96,79.12
1115,1005,2024-03-08,2024-03-09,2007,Debit,380.78,0.94,357.93,380.78
1116,1093,2024-10-24,2024-10-26,2009,Credit,94.02,0.93,87.44,94.02
1117,1099,2024-05-16,2024-05-17,2012,Debit,120.61,1.02,123.02,120.61
1118,1048,2024-03-01,2024-03-05,2012,Credit,493.82,1.08,533.33,493.82
1119,1090,2024-05-24,2024-05-26,2019,Debit,355.54,0.9,319.99,355.54
1120,1028,2024-02-23,2024-02-25,2019,Debit,200.5,0.95,190.48,200.5
1121,1036,2024-05-08,2024-05-10,2006,Debit,295.57,1.0,295.57,295.57
1122,1021,2024-11-21,2024-11-25,2002,Debit,180.55,0.97,175.13,180.55
1123,1088,2024-09-09,2024-09-11,2003,Debit,146.04,1.09,159.18,146.04
1124,1067,2024-04-04,2024-04-06,2012,Debit,287.28,1.0,287.28,287.28
1125,1072,2024-07-28,2024-07-31,2007,Debit,323.8,0.93,301.13,323.8
1126,1048,2024-11-19,2024-11-20,2014,Debit,412.15,1.08,445.12,412.15
1127,1070,2024-11-13,2024-11-16,2019,Credit,360.46,0.95,342.44,360.46
1128,1062,2024-04-17,2024-04-18,2014,Credit,374.35,1.08,404.3,374.35
1129,1090,2024-03-21,2024-03-23,2003,Credit,479.29,1.04,498.46,479.29
1130,1071,2024-03-27,2024-03-30,2020,Debit,101.6,0.94,95.5,101.6
1131,1005,2024-04-22,2024-04-24,2010,Debit,489.86,1.07,524.15,489.86
1132,1073,2024-02-13,2024-02-16,2005,Credit,201.22,0.94,189.15,201.22
1133,1011,2024-08-24,2024-08-26,2009,Debit,383.85,1.04,399.2,383.85
1134,1092,2024-10-28,2024-11-01,2019,Debit,275.54,0.97,267.27,275.54
1135,1016,2024-07-28,2024-08-01,2004,Credit,331.35,0.97,321.41,331.35
1136,1084,2024-10-14,2024-10-16,2006,Debit,292.86,0.94,275.29,292.86
1137,1085,2024-01-01,2024-01-05,2005,Debit,82.16,1.07,87.91,82.16
1138,1049,2024-12-27,2024-12-29,2018,Debit,288.12,1.04,299.64,288.12
1139,1005,2024-06-29,2024-07-03,2010,Debit,204.78,0.91,186.35,204.78
1140,1010,2024-06-07,2024-06-09,2014,Debit,265.04,0.93,246.49,265.04
1141,1034,2024-03-04,2024-03-08,2019,Credit,85.35,1.05,89.62,85.35
1142,1056,2024-03-22,2024-03-23,2003,Credit,215.49,1.07,230.57,215.49
1143,1003,2024-11-08,2024-11-11,2014,Debit,228.5,0.93,212.51,228.5
1144,1026,2024-02-01,2024-02-04,2001,Debit,64.75,1.09,70.58,64.75
1145,1098,2024-09-05,2024-09-09,2016,Credit,154.94,0.92,142.54,154.94
1146,1039,2024-01-04,2024-01-08,2018,Credit,459.94,1.02,469.14,459.94
1147,1037,2024-02-01,2024-02-04,2014,Debit,279.78,1.03,288.17,279.78
1148,1086,2024-02-18,2024-02-21,2008,Debit,119.57,0.9,107.61,119.57
1149,1084,2024-04-22,2024-04-24,2008,Debit,202.46,0.93,188.29,202.46
1150,1086,2024-04-04,2024-04-05,2015,Debit,381.68,0.96,366.41,381.68
1151,1013,2024-12-11,2024-12-14,2006,Debit,499.93,0.95,474.93,499.93
1152,1048,2024-08-04,2024-08-07,2010,Credit,22.87,1.05,24.01,22.87
1153,1054,2024-08-04,2024-08-05,2014,Credit,219.73,0.94,206.55,219.73
1154,1001,2024-10-21,2024-10-23,2014,Credit,362.61,0.95,344.48,362.61
1155,1037,2024-06-21,2024-06-23,2002,Debit,149.53,1.09,162.99,149.53
1156,1095,2024-10-11,2024-10-12,2006,Debit,110.7,1.07,118.45,110.7
1157,1041,2024-08-16,2024-08-19,2007,Debit,295.48,0.97,286.62,295.48
1158,1015,2024-01-25,2024-01-28,2002,Credit,89.06,1.05,93.51,89.06
1159,1073,2024-05-14,2024-05-16,2020,Credit,404.47,0.9,364.02,404.47
1160,1054,2024-08-06,2024-08-07,2020,Credit,492.67,1.06,522.23,492.67
1161,1062,2024-08-26,2024-08-29,2016,Debit,267.13,1.07,285.83,267.13
1162,1005,2024-05-05,2024-05-09,2008,Debit,466.42,1.1,513.06,466.42
1163,1079,2024-11-14,2024-11-16,2013,Debit,23.94,1.07,25.62,23.94
1164,1052,2024-07-23,2024-07-27,2015,Debit,278.54,1.1,306.39,278.54
1165,1084,2024-11-10,2024-11-13,2012,Debit,310.02,1.09,337.92,310.02
1166,1021,2024-10-25,2024-10-26,2006,Credit,190.93,1.1,210.02,190.93
1167,1070,2024-04-30,2024-05-03,2014,Debit,386.87,0.97,375.26,386.87
1168,1080,2024-12-28,2025-01-01,2009,Debit,433.36,1.03,446.36,433.36
1169,1064,2024-02-19,2024-02-20,2004,Debit,491.54,1.05,516.12,491.54
1170,1031,2024-02-29,2024-03-02,2003,Debit,155.23,1.0,155.23,155.23
1171,1034,2024-03-23,2024-03-26,2016,Debit,201.33,0.93,187.24,201.33
1172,1093,2024-09-10,2024-09-12,2009,Debit,247.87,1.01,250.35,247.87
1173,1055,2024-10-19,2024-10-20,2008,Credit,111.82,1.01,112.94,111.82
1174,1047,2024-03-14,2024-03-18,2014,Debit,397.96,0.95,378.06,397.96
1175,1013,2024-03-07,2024-03-11,2004,Debit,458.22,1.07,490.3,458.22
1176,1059,2024-08-26,2024-08-30,2020,Credit,342.88,1.1,377.17,342.88
1177,1063,2024-06-01,2024-06-03,2011,Debit,76.95,0.97,74.64,76.95
1178,1003,2024-10-31,2024-11-03,2010,Credit,320.85,0.93,298.39,320.85
1179,1042,2024-09-12,2024-09-16,2007,Credit,181.03,0.91,164.74,181.03
1180,1024,2024-12-22,2024-12-26,2003,Debit,296.67,1.07,317.44,296.67
1181,1004,2024-01-18,2024-01-21,2017,Debit,398.36,0.92,366.49,398.36
1182,1041,2024-10-19,2024-10-21,2013,Debit,492.6,1.04,512.3,492.6
1183,1090,2024-02-10,2024-02-14,2004,Credit,317.02,0.91,288.49,317.02
1184,1085,2024-05-14,2024-05-16,2016,Debit,372.64,0.96,357.73,372.64
1185,1093,2024-01-26,2024-01-28,2007,Debit,458.81,1.02,467.99,458.81
1186,1075,2024-10-22,2024-10-24,2014,Debit,262.97,1.09,286.64,262.97
1187,1049,2024-05-06,2024-05-07,2008,Debit,32.33,1.08,34.92,32.33
1188,1087,2024-03-02,2024-03-06,2001,Debit,300.81,1.02,306.83,300.81
1189,1012,2024-10-10,2024-10-11,2001,Debit,251.83,1.07,269.46,251.83
1190,1043,2024-01-12,2024-01-16,2006,Debit,496.66,0.99,491.69,496.66
1191,1041,2024-10-18,2024-10-21,2005,Credit,425.99,1.03,438.77,425.99
1192,1033,2024-12-05,2024-12-06,2007,Debit,311.51,1.09,339.55,311.51
1193,1003,2024-04-10,2024-04-14,2014,Debit,124.12,1.05,130.33,124.12
1194,1098,2024-03-06,2024-03-09,2008,Credit,400.05,0.98,392.05,400.05
1195,1012,2024-07-30,2024-08-02,2012,Debit,434.43,0.92,399.68,434.43
1196,1042,2024-01-26,2024-01-28,2011,Credit,240.09,1.09,261.7,240.09
1197,1054,2024-04-15,2024-04-19,2002,Credit,38.18,0.95,36.27,38.18
1198,1023,2024-07-10,2024-07-12,2012,Credit,130.03,0.95,123.53,130.03
1199,1046,2024-02-02,2024-02-05,2009,Credit,420.21,1.0,420.21,420.21
1200,1080,2024-01-03,2024-01-07,2009,Credit,424.8,0.98,416.3,424.8
1201,1030,2024-06-23,2024-06-25,2008,Credit,403.65,0.93,375.39,403.65
1202,1023,2024-07-18,2024-07-19,2005,Credit,176.61,0.91,160.72,176.61
1203,1091,2024-02-22,2024-02-25,2015,Debit,474.97,1.02,484.47,474.97
1204,1059,2024-05-07,2024-05-10,2017,Debit,322.49,0.95,306.37,322.49
1205,1002,2024-05-17,2024-05-19,2019,Credit,172.63,1.1,189.89,172.63
1206,1090,2024-02-04,2024-02-08,2016,Credit,84.58,0.92,77.81,84.58
1207,1027,2024-01-21,2024-01-22,2002,Debit,67.41,1.02,68.76,67.41
1208,1082,2024-03-30,2024-04-02,2007,Credit,26.55,0.99,26.28,26.55
1209,1005,2024-11-17,2024-11-20,2001,Debit,245.69,1.07,262.89,245.69
1210,1016,2024-03-26,2024-03-30,2002,Credit,294.33,1.06,311.99,294.33
1211,1079,2024-11-04,2024-11-07,2014,Debit,31.87,0.93,29.64,31.87
1212,1061,2024-11-26,2024-11-28,2006,Credit,317.14,1.07,339.34,317.14
1213,1037,2024-06-28,2024-07-01,2020,Debit,337.51,1.09,367.89,337.51
1214,1039,2024-08-22,2024-08-23,2019,Credit,398.34,0.95,378.42,398.34
1215,1045,2024-09-17,2024-09-18,2012,Credit,273.75,0.97,265.54,273.75
1216,1039,2024-04-25,2024-04-28,2013,Credit,421.05,1.03,433.68,421.05
1217,1080,2024-10-07,2024-10-11,2015,Debit,168.08,0.92,154.63,168.08
1218,1036,2024-08-28,2024-08-29,2017,Credit,139.47,1.09,152.02,139.47
1219,1052,2024-10-05,2024-10-06,2012,Credit,102.44,1.06,108.59,102.44
1220,1023,2024-08-18,2024-08-22,2001,Credit,366.7,0.98,359.37,366.7
1221,1092,2024-01-20,2024-01-23,2013,Credit,483.7,0.92,445.0,483.7
1222,1074,2024-05-24,2024-05-27,2015,Credit,70.83,0.97,68.71,70.83
1223,1021,2024-07-21,2024-07-25,2002,Debit,283.38,0.91,257.88,283.38
1224,1016,2024-02-15,2024-02-16,2010,Credit,266.95,1.03,274.96,266.95
1225,1024,2024-04-01,2024-04-05,2014,Debit,271.18,1.05,284.74,271.18
1226,1076,2024-04-28,2024-04-30,2017,Credit,25.69,0.91,23.38,25.69
1227,1073,2024-03-02,2024-03-05,2014,Debit,211.43,0.9,190.29,211.43
1228,1009,2024-06-12,2024-06-13,2009,Debit,473.27,1.03,487.47,473.27
1229,1072,2024-07-24,2024-07-28,2015,Debit,462.85,0.98,453.59,462.85
1230,1021,2024-03-02,2024-03-03,2013,Credit,473.59,0.92,435.7,473.59
1231,1082,2024-04-11,2024-04-13,2007,Debit,197.01,0.94,185.19,197.01
1232,1004,2024-05-03,2024-05-07,2012,Credit,94.64,0.97,91.8,94.64
1233,1073,2024-08-15,2024-08-17,2016,Debit,334.88,0.91,304.74,334.88
1234,1073,2024-11-20,2024-11-23,2007,Debit,424.58,0.99,420.33,424.58
1235,1100,2024-05-12,2024-05-13,2012,Credit,349.96,1.01,353.46,349.96
1236,1072,2024-08-04,2024-08-06,2008,Debit,373.58,1.09,407.2,373.58
1237,1054,2024-03-26,2024-03-27,2015,Debit,49.06,1.02,50.04,49.06
1238,1053,2024-07-16,2024-07-17,2002,Credit,277.12,0.92,254.95,277.12
1239,1039,2024-09-20,2024-09-22,2007,Debit,444.07,0.93,412.99,444.07
1240,1051,2024-09-16,2024-09-19,2011,Debit,129.94,1.05,136.44,129.94
1241,1034,2024-07-19,2024-07-21,2018,Debit,142.7,1.1,156.97,142.7
1242,1032,2024-02-15,2024-02-19,2005,Credit,312.67,1.01,315.8,312.67
1243,1087,2024-02-10,2024-02-11,2016,Credit,225.21,0.9,202.69,225.21
1244,1025,2024-08-04,2024-08-08,2010,Debit,221.25,1.02,225.68,221.25
1245,1081,2024-12-04,2024-12-07,2012,Debit,418.43,1.04,435.17,418.43
1246,1025,2024-03-14,2024-03-17,2014,Credit,440.54,1.08,475.78,440.54
1247,1020,2024-03-18,2024-03-21,2012,Debit,163.11,1.04,169.63,163.11
1248,1048,2024-04-13,2024-04-14,2001,Credit,200.23,0.96,192.22,200.23
1249,1021,2024-12-30,2025-01-03,2008,Credit,37.59,1.09,40.97,37.59
1250,1037,2024-09-16,2024-09-19,2012,Credit,243.0,0.97,235.71,243.0
1251,1054,2024-12-08,2024-12-10,2020,Credit,367.44,1.08,396.84,367.44
1252,1072,2024-10-07,2024-10-11,2002,Credit,354.46,1.01,358.0,354.46
1253,1004,2024-05-15,2024-05-17,2002,Credit,178.3,0.92,164.04,178.3
1254,1070,2024-01-23,2024-01-26,2006,Debit,379.68,0.96,364.49,379.68
1255,1033,2024-01-02,2024-01-04,2016,Debit,36.41,1.03,37.5,36.41
1256,1049,2024-10-27,2024-10-30,2020,Debit,252.64,0.92,232.43,252.64
1257,1027,2024-05-14,2024-05-17,2003,Debit,205.15,0.94,192.84,205.15
1258,1062,2024-09-10,2024-09-12,2005,Credit,357.88,1.05,375.77,357.88
1259,1018,2024-12-26,2024-12-29,2002,Debit,215.58,1.05,226.36,215.58
1260,1033,2024-03-10,2024-03-13,2014,Debit,285.72,1.08,308.58,285.72
1261,1050,2024-10-12,2024-10-14,2005,Debit,489.22,1.06,518.57,489.22
1262,1100,2024-03-14,2024-03-15,2013,Debit,122.33,1.05,128.45,122.33
1263,1085,2024-10-14,2024-10-16,2016,Credit,266.91,1.08,288.26,266.91
1264,1057,2024-02-17,2024-02-19,2016,Credit,378.2,0.94,355.51,378.2
1265,1078,2024-09-16,2024-09-18,2004,Credit,495.62,0.92,455.97,495.62
1266,1035,2024-07-15,2024-07-18,2002,Debit,150.16,1.08,162.17,150.16
1267,1010,2024-09-16,2024-09-19,2004,Debit,453.93,0.93,422.15,453.93
1268,1052,2024-01-20,2024-01-24,2001,Debit,60.28,1.02,61.49,60.28
1269,1078,2024-06-07,2024-06-08,2014,Credit,409.31,1.02,417.5,409.31
1270,1063,2024-11-02,2024-11-05,2007,Credit,435.64,1.08,470.49,435.64
1271,1032,2024-12-08,2024-12-09,2004,Credit,309.62,0.94,291.04,309.62
1272,1022,2024-03-24,2024-03-25,2012,Debit,250.21,1.02,255.21,250.21
1273,1080,2024-09-04,2024-09-06,2019,Debit,274.68,1.04,285.67,274.68
1274,1068,2024-04-13,2024-04-14,2017,Debit,306.23,1.09,333.79,306.23
1275,1060,2024-03-09,2024-03-10,2009,Credit,51.75,0.98,50.72,51.75
1276,1056,2024-05-11,2024-05-14,2019,Credit,413.12,0.91,375.94,413.12
1277,1094,2024-02-19,2024-02-20,2013,Credit,455.88,0.9,410.29,455.88
1278,1017,2024-03-15,2024-03-17,2007,Credit,257.8,0.93,239.75,257.8
1279,1083,2024-10-21,2024-10-24,2012,Credit,199.95,0.99,197.95,199.95
1280,1041,2024-11-10,2024-11-14,2008,Credit,233.03,0.94,219.05,233.03
1281,1077,2024-02-11,2024-02-14,2006,Credit,446.04,0.97,432.66,446.04
1282,1079,2024-03-10,2024-03-14,2003,Debit,140.25,0.94,131.83,140.25
1283,1037,2024-03-10,2024-03-13,2004,Credit,141.3,0.95,134.24,141.3
1284,1032,2024-02-09,2024-02-11,2003,Debit,418.63,1.01,422.82,418.63
1285,1089,2024-05-16,2024-05-18,2004,Credit,56.95,1.0,56.95,56.95
1286,1005,2024-04-09,2024-04-12,2004,Credit,428.48,0.97,415.63,428.48
1287,1066,2024-12-20,2024-12-23,2016,Debit,335.63,1.04,349.06,335.63
1288,1016,2024-01-31,2024-02-02,2007,Debit,460.0,0.91,418.6,460.0
1289,1020,2024-03-06,2024-03-10,2009,Credit,455.73,0.97,442.06,455.73
1290,1034,2024-05-05,2024-05-07,2003,Debit,125.08,1.08,135.09,125.08
1291,1044,2024-07-11,2024-07-12,2020,Debit,333.92,1.05,350.62,333.92
1292,1083,2024-03-12,2024-03-16,2008,Credit,260.65,0.93,242.4,260.65
1293,1068,2024-10-09,2024-10-13,2019,Debit,295.8,0.94,278.05,295.8
1294,1093,2024-02-23,2024-02-27,2015,Credit,311.45,0.97,302.11,311.45
1295,1070,2024-11-05,2024-11-08,2013,Credit,395.72,0.98,387.81,395.72
1296,1072,2024-07-22,2024-07-24,2010,Credit,311.34,1.02,317.57,311.34
1297,1013,2024-12-24,2024-12-27,2013,Debit,272.38,0.91,247.87,272.38
1298,1090,2024-11-27,2024-11-28,2001,Debit,247.26,1.03,254.68,247.26
1299,1051,2024-10-13,2024-10-15,2010,Debit,61.9,1.1,68.09,61.9
1300,1096,2024-02-24,2024-02-28,2007,Credit,357.62,0.98,350.47,357.62
1301,1085,2024-05-22,2024-05-23,2020,Credit,231.04,1.08,249.52,231.04
1302,1090,2024-07-28,2024-07-31,2003,Debit,41.9,0.95,39.8,41.9
1303,1024,2024-09-06,2024-09-09,2011,Debit,206.81,1.09,225.42,206.81
1304,1064,2024-08-24,2024-08-26,2011,Credit,45.11,0.96,43.31,45.11
1305,1096,2024-12-03,2024-12-05,2013,Credit,342.39,1.1,376.63,342.39
1306,1004,2024-07-17,2024-07-21,2013,Credit,336.29,0.91,306.02,336.29
1307,1018,2024-01-17,2024-01-18,2019,Credit,327.57,0.94,307.92,327.57
1308,1006,2024-11-01,2024-11-03,2003,Credit,355.62,1.02,362.73,355.62
1309,1092,2024-02-22,2024-02-25,2007,Debit,153.42,0.96,147.28,153.42
1310,1081,2024-11-13,2024-11-16,2020,Credit,410.53,1.02,418.74,410.53
1311,1092,2024-11-22,2024-11-23,2015,Credit,426.86,1.02,435.4,426.86
1312,1046,2024-04-05,2024-04-09,2011,Debit,138.22,1.08,149.28,138.22
1313,1062,2024-08-22,2024-08-23,2006,Debit,460.43,0.99,455.83,460.43
1314,1005,2024-03-01,2024-03-03,2007,Credit,334.04,1.03,344.06,334.04
1315,1082,2024-02-16,2024-02-18,2011,Debit,331.64,1.06,351.54,331.64
1316,1061,2024-06-20,2024-06-22,2002,Debit,64.85,0.96,62.26,64.85
